Aba;Endereco;FormulaR1C1;Valor
Calc;D123;=IF(RC3="",0,IF(AND(OR(filtroDe="",RC3>=filtroDe),OR(filtroAte="",RC3<=filtroAte),OR(NOT(OR(qsel1,qsel2,qsel3,qsel4)),OR(AND(qsel1,ROUNDUP(MONTH(RC3)/3,0)=1),AND(qsel2,ROUNDUP(MONTH(RC3)/3,0)=2),AND(qsel3,ROUNDUP(MONTH(RC3)/3,0)=3),AND(qsel4,ROUNDUP(MONTH(RC3)/3,0)=4)))),1,0));0
Calc;E123;=IF(OR(RC2="",RC4=0),NA(),RC1);-2146826246
Calc;F123;=IF(RC2="","",IF(COUNTIFS(rAnalito,selAnalito,rNivel,1,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")=0,"",SUMIFS(rValor,rAnalito,selAnalito,rNivel,1,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")));
Calc;G123;=IF(OR(RC6="",R1C51=""),"",(RC6-R1C50)/R1C51);
Calc;H123;=IF(AND(RC6<>"",RC4=1),RC6,NA());-2146826246
Calc;I123;=IF(AND(RC6<>"",RC4=1,RC16="OK"),RC6,NA());-2146826246
Calc;J123;=IF(AND(RC6<>"",RC4=1,RC16<>"OK",RC16<>""),RC6,NA());-2146826246
Calc;K123;=IF(RC6="",0,IF(ABS(RC7)>3,1,0));0
Calc;L123;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(RC29)),OR(AND(RC7>2,RC29>2),AND(RC7<-2,RC29<-2))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7)),OR(AND(RC7>2,R[-1]C7>2),AND(RC7<-2,R[-1]C7<-2)))),1,0));0
Calc;M123;=IF(RC6="",0,IF(AND(AND(ISNUMBER(RC7),ISNUMBER(RC29)),OR(AND(RC7>2,RC29<-2),AND(RC7<-2,RC29>2))),1,0));0
Calc;N123;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7)),OR(AND(RC7>1,R[-1]C7>1,R[-2]C7>1,R[-3]C7>1),AND(RC7<-1,R[-1]C7<-1,R[-2]C7<-1,R[-3]C7<-1))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(RC29),ISNUMBER(R[-1]C29)),OR(AND(RC7>1,R[-1]C7>1,RC29>1,R[-1]C29>1),AND(RC7<-1,R[-1]C7<-1,RC29<-1,R[-1]C29<-1)))),1,0));0
Calc;O123;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7),ISNUMBER(R[-4]C7),ISNUMBER(R[-5]C7),ISNUMBER(R[-6]C7),ISNUMBER(R[-7]C7)),OR(AND(RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0,R[-4]C7>0,R[-5]C7>0,R[-6]C7>0,R[-7]C7>0),AND(RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0,R[-4]C7<0,R[-5]C7<0,R[-6]C7<0,R[-7]C7<0))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7),ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29)),OR(AND(RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0,RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0),AND(RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0,RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0)))),1,0));0
Calc;P123;=IF(RC6="","",IF(SUM(RC11,RC12,RC13,RC14,RC15)>0,"REJEITADO","OK"));
Calc;Q123;=IF(AND(RC4=1,R1C50<>""),R1C50+(-3)*R1C51,NA());-2146826246
Calc;R123;=IF(AND(RC4=1,R1C50<>""),R1C50+(-2)*R1C51,NA());-2146826246
Calc;S123;=IF(AND(RC4=1,R1C50<>""),R1C50+(-1)*R1C51,NA());-2146826246
Calc;T123;=IF(AND(RC4=1,R1C50<>""),R1C50,NA());-2146826246
Calc;U123;=IF(AND(RC4=1,R1C50<>""),R1C50+(1)*R1C51,NA());-2146826246
Calc;V123;=IF(AND(RC4=1,R1C50<>""),R1C50+(2)*R1C51,NA());-2146826246
Calc;W123;=IF(AND(RC4=1,R1C50<>""),R1C50+(3)*R1C51,NA());-2146826246
Calc;X123;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep1,"<>")>0),SUMIFS(regRep1,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;Y123;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep2,"<>")>0),SUMIFS(regRep2,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;Z123;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep3,"<>")>0),SUMIFS(regRep3,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;AA123;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regData,RC3,regCalib,"Sim")>0),R1C50,NA());-2146826246
Calc;AB123;=IF(RC2="","",IF(COUNTIFS(rAnalito,selAnalito,rNivel,2,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")=0,"",SUMIFS(rValor,rAnalito,selAnalito,rNivel,2,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")));
Calc;AC123;=IF(OR(RC28="",R1C53=""),"",(RC28-R1C52)/R1C53);
Calc;AD123;=IF(AND(RC28<>"",RC4=1),RC28,NA());-2146826246
Calc;AE123;=IF(AND(RC28<>"",RC4=1,RC38="OK"),RC28,NA());-2146826246
Calc;AF123;=IF(AND(RC28<>"",RC4=1,RC38<>"OK",RC38<>""),RC28,NA());-2146826246
Calc;AG123;=IF(RC28="",0,IF(ABS(RC29)>3,1,0));0
Calc;AH123;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(RC7)),OR(AND(RC29>2,RC7>2),AND(RC29<-2,RC7<-2))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29)),OR(AND(RC29>2,R[-1]C29>2),AND(RC29<-2,R[-1]C29<-2)))),1,0));0
Calc;AI123;=IF(RC28="",0,IF(AND(AND(ISNUMBER(RC29),ISNUMBER(RC7)),OR(AND(RC29>2,RC7<-2),AND(RC29<-2,RC7>2))),1,0));0
Calc;AJ123;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29)),OR(AND(RC29>1,R[-1]C29>1,R[-2]C29>1,R[-3]C29>1),AND(RC29<-1,R[-1]C29<-1,R[-2]C29<-1,R[-3]C29<-1))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(RC7),ISNUMBER(R[-1]C7)),OR(AND(RC29>1,R[-1]C29>1,RC7>1,R[-1]C7>1),AND(RC29<-1,R[-1]C29<-1,RC7<-1,R[-1]C7<-1)))),1,0));0
Calc;AK123;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29),ISNUMBER(R[-4]C29),ISNUMBER(R[-5]C29),ISNUMBER(R[-6]C29),ISNUMBER(R[-7]C29)),OR(AND(RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0,R[-4]C29>0,R[-5]C29>0,R[-6]C29>0,R[-7]C29>0),AND(RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0,R[-4]C29<0,R[-5]C29<0,R[-6]C29<0,R[-7]C29<0))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29),ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7)),OR(AND(RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0,RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0),AND(RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0,RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0)))),1,0));0
Calc;AL123;=IF(RC28="","",IF(SUM(RC33,RC34,RC35,RC36,RC37)>0,"REJEITADO","OK"));
Calc;AM123;=IF(AND(RC4=1,R1C52<>""),R1C52+(-3)*R1C53,NA());-2146826246
Calc;AN123;=IF(AND(RC4=1,R1C52<>""),R1C52+(-2)*R1C53,NA());-2146826246
Calc;AO123;=IF(AND(RC4=1,R1C52<>""),R1C52+(-1)*R1C53,NA());-2146826246
Calc;AP123;=IF(AND(RC4=1,R1C52<>""),R1C52,NA());-2146826246
Calc;AQ123;=IF(AND(RC4=1,R1C52<>""),R1C52+(1)*R1C53,NA());-2146826246
Calc;AR123;=IF(AND(RC4=1,R1C52<>""),R1C52+(2)*R1C53,NA());-2146826246
Calc;AS123;=IF(AND(RC4=1,R1C52<>""),R1C52+(3)*R1C53,NA());-2146826246
Calc;AT123;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep1,"<>")>0),SUMIFS(regRep1,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AU123;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep2,"<>")>0),SUMIFS(regRep2,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AV123;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep3,"<>")>0),SUMIFS(regRep3,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AW123;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regData,RC3,regCalib,"Sim")>0),R1C52,NA());-2146826246
Calc;B124;=IF(selAnalito="","",IFERROR(AGGREGATE(15,6,rRUN/((rAnalito=selAnalito)*(rFirst=1)*((""&rLote)=(""&loteAtivo))),RC1),""));
Calc;C124;=IF(RC2="","",MAXIFS(rData,rAnalito,selAnalito,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo"));
Calc;D124;=IF(RC3="",0,IF(AND(OR(filtroDe="",RC3>=filtroDe),OR(filtroAte="",RC3<=filtroAte),OR(NOT(OR(qsel1,qsel2,qsel3,qsel4)),OR(AND(qsel1,ROUNDUP(MONTH(RC3)/3,0)=1),AND(qsel2,ROUNDUP(MONTH(RC3)/3,0)=2),AND(qsel3,ROUNDUP(MONTH(RC3)/3,0)=3),AND(qsel4,ROUNDUP(MONTH(RC3)/3,0)=4)))),1,0));0
Calc;E124;=IF(OR(RC2="",RC4=0),NA(),RC1);-2146826246
Calc;F124;=IF(RC2="","",IF(COUNTIFS(rAnalito,selAnalito,rNivel,1,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")=0,"",SUMIFS(rValor,rAnalito,selAnalito,rNivel,1,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")));
Calc;G124;=IF(OR(RC6="",R1C51=""),"",(RC6-R1C50)/R1C51);
Calc;H124;=IF(AND(RC6<>"",RC4=1),RC6,NA());-2146826246
Calc;I124;=IF(AND(RC6<>"",RC4=1,RC16="OK"),RC6,NA());-2146826246
Calc;J124;=IF(AND(RC6<>"",RC4=1,RC16<>"OK",RC16<>""),RC6,NA());-2146826246
Calc;K124;=IF(RC6="",0,IF(ABS(RC7)>3,1,0));0
Calc;L124;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(RC29)),OR(AND(RC7>2,RC29>2),AND(RC7<-2,RC29<-2))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7)),OR(AND(RC7>2,R[-1]C7>2),AND(RC7<-2,R[-1]C7<-2)))),1,0));0
Calc;M124;=IF(RC6="",0,IF(AND(AND(ISNUMBER(RC7),ISNUMBER(RC29)),OR(AND(RC7>2,RC29<-2),AND(RC7<-2,RC29>2))),1,0));0
Calc;N124;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7)),OR(AND(RC7>1,R[-1]C7>1,R[-2]C7>1,R[-3]C7>1),AND(RC7<-1,R[-1]C7<-1,R[-2]C7<-1,R[-3]C7<-1))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(RC29),ISNUMBER(R[-1]C29)),OR(AND(RC7>1,R[-1]C7>1,RC29>1,R[-1]C29>1),AND(RC7<-1,R[-1]C7<-1,RC29<-1,R[-1]C29<-1)))),1,0));0
Calc;O124;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7),ISNUMBER(R[-4]C7),ISNUMBER(R[-5]C7),ISNUMBER(R[-6]C7),ISNUMBER(R[-7]C7)),OR(AND(RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0,R[-4]C7>0,R[-5]C7>0,R[-6]C7>0,R[-7]C7>0),AND(RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0,R[-4]C7<0,R[-5]C7<0,R[-6]C7<0,R[-7]C7<0))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7),ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29)),OR(AND(RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0,RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0),AND(RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0,RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0)))),1,0));0
Calc;P124;=IF(RC6="","",IF(SUM(RC11,RC12,RC13,RC14,RC15)>0,"REJEITADO","OK"));
Calc;Q124;=IF(AND(RC4=1,R1C50<>""),R1C50+(-3)*R1C51,NA());-2146826246
Calc;R124;=IF(AND(RC4=1,R1C50<>""),R1C50+(-2)*R1C51,NA());-2146826246
Calc;S124;=IF(AND(RC4=1,R1C50<>""),R1C50+(-1)*R1C51,NA());-2146826246
Calc;T124;=IF(AND(RC4=1,R1C50<>""),R1C50,NA());-2146826246
Calc;U124;=IF(AND(RC4=1,R1C50<>""),R1C50+(1)*R1C51,NA());-2146826246
Calc;V124;=IF(AND(RC4=1,R1C50<>""),R1C50+(2)*R1C51,NA());-2146826246
Calc;W124;=IF(AND(RC4=1,R1C50<>""),R1C50+(3)*R1C51,NA());-2146826246
Calc;X124;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep1,"<>")>0),SUMIFS(regRep1,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;Y124;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep2,"<>")>0),SUMIFS(regRep2,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;Z124;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep3,"<>")>0),SUMIFS(regRep3,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;AA124;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regData,RC3,regCalib,"Sim")>0),R1C50,NA());-2146826246
Calc;AB124;=IF(RC2="","",IF(COUNTIFS(rAnalito,selAnalito,rNivel,2,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")=0,"",SUMIFS(rValor,rAnalito,selAnalito,rNivel,2,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")));
Calc;AC124;=IF(OR(RC28="",R1C53=""),"",(RC28-R1C52)/R1C53);
Calc;AD124;=IF(AND(RC28<>"",RC4=1),RC28,NA());-2146826246
Calc;AE124;=IF(AND(RC28<>"",RC4=1,RC38="OK"),RC28,NA());-2146826246
Calc;AF124;=IF(AND(RC28<>"",RC4=1,RC38<>"OK",RC38<>""),RC28,NA());-2146826246
Calc;AG124;=IF(RC28="",0,IF(ABS(RC29)>3,1,0));0
Calc;AH124;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(RC7)),OR(AND(RC29>2,RC7>2),AND(RC29<-2,RC7<-2))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29)),OR(AND(RC29>2,R[-1]C29>2),AND(RC29<-2,R[-1]C29<-2)))),1,0));0
Calc;AI124;=IF(RC28="",0,IF(AND(AND(ISNUMBER(RC29),ISNUMBER(RC7)),OR(AND(RC29>2,RC7<-2),AND(RC29<-2,RC7>2))),1,0));0
Calc;AJ124;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29)),OR(AND(RC29>1,R[-1]C29>1,R[-2]C29>1,R[-3]C29>1),AND(RC29<-1,R[-1]C29<-1,R[-2]C29<-1,R[-3]C29<-1))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(RC7),ISNUMBER(R[-1]C7)),OR(AND(RC29>1,R[-1]C29>1,RC7>1,R[-1]C7>1),AND(RC29<-1,R[-1]C29<-1,RC7<-1,R[-1]C7<-1)))),1,0));0
Calc;AK124;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29),ISNUMBER(R[-4]C29),ISNUMBER(R[-5]C29),ISNUMBER(R[-6]C29),ISNUMBER(R[-7]C29)),OR(AND(RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0,R[-4]C29>0,R[-5]C29>0,R[-6]C29>0,R[-7]C29>0),AND(RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0,R[-4]C29<0,R[-5]C29<0,R[-6]C29<0,R[-7]C29<0))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29),ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7)),OR(AND(RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0,RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0),AND(RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0,RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0)))),1,0));0
Calc;AL124;=IF(RC28="","",IF(SUM(RC33,RC34,RC35,RC36,RC37)>0,"REJEITADO","OK"));
Calc;AM124;=IF(AND(RC4=1,R1C52<>""),R1C52+(-3)*R1C53,NA());-2146826246
Calc;AN124;=IF(AND(RC4=1,R1C52<>""),R1C52+(-2)*R1C53,NA());-2146826246
Calc;AO124;=IF(AND(RC4=1,R1C52<>""),R1C52+(-1)*R1C53,NA());-2146826246
Calc;AP124;=IF(AND(RC4=1,R1C52<>""),R1C52,NA());-2146826246
Calc;AQ124;=IF(AND(RC4=1,R1C52<>""),R1C52+(1)*R1C53,NA());-2146826246
Calc;AR124;=IF(AND(RC4=1,R1C52<>""),R1C52+(2)*R1C53,NA());-2146826246
Calc;AS124;=IF(AND(RC4=1,R1C52<>""),R1C52+(3)*R1C53,NA());-2146826246
Calc;AT124;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep1,"<>")>0),SUMIFS(regRep1,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AU124;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep2,"<>")>0),SUMIFS(regRep2,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AV124;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep3,"<>")>0),SUMIFS(regRep3,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AW124;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regData,RC3,regCalib,"Sim")>0),R1C52,NA());-2146826246
Calc;B125;=IF(selAnalito="","",IFERROR(AGGREGATE(15,6,rRUN/((rAnalito=selAnalito)*(rFirst=1)*((""&rLote)=(""&loteAtivo))),RC1),""));
Calc;C125;=IF(RC2="","",MAXIFS(rData,rAnalito,selAnalito,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo"));
Calc;D125;=IF(RC3="",0,IF(AND(OR(filtroDe="",RC3>=filtroDe),OR(filtroAte="",RC3<=filtroAte),OR(NOT(OR(qsel1,qsel2,qsel3,qsel4)),OR(AND(qsel1,ROUNDUP(MONTH(RC3)/3,0)=1),AND(qsel2,ROUNDUP(MONTH(RC3)/3,0)=2),AND(qsel3,ROUNDUP(MONTH(RC3)/3,0)=3),AND(qsel4,ROUNDUP(MONTH(RC3)/3,0)=4)))),1,0));0
Calc;E125;=IF(OR(RC2="",RC4=0),NA(),RC1);-2146826246
Calc;F125;=IF(RC2="","",IF(COUNTIFS(rAnalito,selAnalito,rNivel,1,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")=0,"",SUMIFS(rValor,rAnalito,selAnalito,rNivel,1,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")));
Calc;G125;=IF(OR(RC6="",R1C51=""),"",(RC6-R1C50)/R1C51);
Calc;H125;=IF(AND(RC6<>"",RC4=1),RC6,NA());-2146826246
Calc;I125;=IF(AND(RC6<>"",RC4=1,RC16="OK"),RC6,NA());-2146826246
Calc;J125;=IF(AND(RC6<>"",RC4=1,RC16<>"OK",RC16<>""),RC6,NA());-2146826246
Calc;K125;=IF(RC6="",0,IF(ABS(RC7)>3,1,0));0
Calc;L125;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(RC29)),OR(AND(RC7>2,RC29>2),AND(RC7<-2,RC29<-2))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7)),OR(AND(RC7>2,R[-1]C7>2),AND(RC7<-2,R[-1]C7<-2)))),1,0));0
Calc;M125;=IF(RC6="",0,IF(AND(AND(ISNUMBER(RC7),ISNUMBER(RC29)),OR(AND(RC7>2,RC29<-2),AND(RC7<-2,RC29>2))),1,0));0
Calc;N125;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7)),OR(AND(RC7>1,R[-1]C7>1,R[-2]C7>1,R[-3]C7>1),AND(RC7<-1,R[-1]C7<-1,R[-2]C7<-1,R[-3]C7<-1))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(RC29),ISNUMBER(R[-1]C29)),OR(AND(RC7>1,R[-1]C7>1,RC29>1,R[-1]C29>1),AND(RC7<-1,R[-1]C7<-1,RC29<-1,R[-1]C29<-1)))),1,0));0
Calc;O125;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7),ISNUMBER(R[-4]C7),ISNUMBER(R[-5]C7),ISNUMBER(R[-6]C7),ISNUMBER(R[-7]C7)),OR(AND(RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0,R[-4]C7>0,R[-5]C7>0,R[-6]C7>0,R[-7]C7>0),AND(RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0,R[-4]C7<0,R[-5]C7<0,R[-6]C7<0,R[-7]C7<0))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7),ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29)),OR(AND(RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0,RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0),AND(RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0,RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0)))),1,0));0
Calc;P125;=IF(RC6="","",IF(SUM(RC11,RC12,RC13,RC14,RC15)>0,"REJEITADO","OK"));
Calc;Q125;=IF(AND(RC4=1,R1C50<>""),R1C50+(-3)*R1C51,NA());-2146826246
Calc;R125;=IF(AND(RC4=1,R1C50<>""),R1C50+(-2)*R1C51,NA());-2146826246
Calc;S125;=IF(AND(RC4=1,R1C50<>""),R1C50+(-1)*R1C51,NA());-2146826246
Calc;T125;=IF(AND(RC4=1,R1C50<>""),R1C50,NA());-2146826246
Calc;U125;=IF(AND(RC4=1,R1C50<>""),R1C50+(1)*R1C51,NA());-2146826246
Calc;V125;=IF(AND(RC4=1,R1C50<>""),R1C50+(2)*R1C51,NA());-2146826246
Calc;W125;=IF(AND(RC4=1,R1C50<>""),R1C50+(3)*R1C51,NA());-2146826246
Calc;X125;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep1,"<>")>0),SUMIFS(regRep1,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;Y125;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep2,"<>")>0),SUMIFS(regRep2,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;Z125;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep3,"<>")>0),SUMIFS(regRep3,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;AA125;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regData,RC3,regCalib,"Sim")>0),R1C50,NA());-2146826246
Calc;AB125;=IF(RC2="","",IF(COUNTIFS(rAnalito,selAnalito,rNivel,2,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")=0,"",SUMIFS(rValor,rAnalito,selAnalito,rNivel,2,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")));
Calc;AC125;=IF(OR(RC28="",R1C53=""),"",(RC28-R1C52)/R1C53);
Calc;AD125;=IF(AND(RC28<>"",RC4=1),RC28,NA());-2146826246
Calc;AE125;=IF(AND(RC28<>"",RC4=1,RC38="OK"),RC28,NA());-2146826246
Calc;AF125;=IF(AND(RC28<>"",RC4=1,RC38<>"OK",RC38<>""),RC28,NA());-2146826246
Calc;AG125;=IF(RC28="",0,IF(ABS(RC29)>3,1,0));0
Calc;AH125;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(RC7)),OR(AND(RC29>2,RC7>2),AND(RC29<-2,RC7<-2))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29)),OR(AND(RC29>2,R[-1]C29>2),AND(RC29<-2,R[-1]C29<-2)))),1,0));0
Calc;AI125;=IF(RC28="",0,IF(AND(AND(ISNUMBER(RC29),ISNUMBER(RC7)),OR(AND(RC29>2,RC7<-2),AND(RC29<-2,RC7>2))),1,0));0
